id,nume,lat,lng
3729,Cepesti,44.7100335,24.3848277
3730,Ibanesti,44.6416154,24.3807286
3731,Miesti,44.6597958,24.4114597
3732,Otestii de Jos,44.6868011,24.3789692
3733,Otestii de Sus,44.7346011,24.395697
3734,Spataru,44.684442,24.4110319
3735,Curtisoara,44.4999998,24.3329575
3736,Dobrotinet,44.4794652,24.3427102
3737,Linia din Vale,44.4706684,24.3356946
3738,Pietrisu,44.4869688,24.3419463
3739,Proaspeti,44.459088,24.3355993
3740,Raitiu,44.5019552,24.3432288
3741,Daneasa,44.1392399,24.5645535
3742,Berindei,44.1061712,24.5606218
3743,Cioflanu,44.0940124,24.560772
3744,Pestra,44.1227122,24.5306575
3745,Zanoaga,44.1049559,24.6083701
3746,Deveselu,44.0556722,24.4152366
3747,Comanca,44.0765077,24.3499698
3748,Dobretu,44.4930147,23.9390044
3749,Curtisoara (Dobretu),44.4936369,23.9526835
3750,Horezu,44.4659267,23.9758638
3751,Dobrosloveni,44.1727643,24.3557139
3752,Frasinetu,44.1564935,24.3203813
3753,Potopinu,44.1927509,24.3531926
3754,Resca,44.173445,24.3928949
3755,Rescuta,44.1699958,24.4000816
3756,Dobroteasa,44.7783895,24.3326266
3757,Batia,44.7460533,24.3043504
3758,Campu Mare,44.7573545,24.3060078
3759,Vulpesti,44.7954438,24.3442491
3760,Dobrun,44.2581445,24.224782
3761,Bobu,44.2310443,24.3100077
3762,Chilii,44.2684523,24.2059505
3763,Osica de Jos,44.2272355,24.2784445
3764,Rosienii Mari,44.2410331,24.2468471
3765,Rosienii Mici,44.2444972,24.236852
3766,Ulmet,44.2511519,24.2531554
3767,Draghiceni,44.1327452,24.2456331
3768,Grozavesti,44.1294571,24.2333289
3769,Liiceni,44.1234053,24.273655
3770,Fagetelu,44.7893602,24.5389455
3771,Bagesti,44.8142675,24.5215588
3772,Chilia,44.7752397,24.5738043
3773,Gruiu,44.7553953,24.5394366
3774,Isaci,44.7696399,24.5228547
3775,Pielcani,44.8158928,24.5603181
3776,Falcoiu,44.2182166,24.3828379
3777,Cioroiasu,44.2434677,24.3625382
3778,Cioroiu,44.2386287,24.3731774
3779,Farcasele,44.1432353,24.4404887
3780,Farcasu de Jos,44.1342691,24.458597
3781,Ghimpati,44.1583404,24.4166985
3782,Hotarani,44.1624694,24.4091934
3783,Ganeasa,44.683333,24.4500001
3784,Dranovatu,44.4275462,24.2807023
3785,Gradistea,44.4462188,24.2438552
3786,Izvoru,44.4271071,24.2501741
3787,Oltisoru,44.3850085,24.2827948
3788,Garcov,43.7792605,24.611266
3789,Ursa,43.7870278,24.6351818
3790,Giuvarasti,43.7931054,24.6874462
3791,Gostavatu,44.0547922,24.5043165
3792,Slaveni,44.0815709,24.5250033
3793,Gradinari,44.5591482,24.2767981
3794,Petculesti,44.589293,24.2652321
3795,Runcu Mare,44.5571602,24.2693357
3796,Satu Nou (Gradinari),44.5500759,24.3007413
3797,Grojdibodu,43.7577349,24.2664712
3798,Hotaru,43.7531724,24.249395
3799,Ianca,43.7851773,24.1764269
3800,Potelu,43.7675834,24.2013073
3801,Iancu Jianu,44.4939224,24.0336434
3802,Dobriceni,44.52475,24.0075853
3803,Preotesti,44.5412505,23.9828219
3804,Icoana,44.40585,24.7242422
3805,Floru,44.3769656,24.748872
3806,Ursoaia,44.4369096,24.6901761
3807,Izbiceni,43.8229185,24.6625464
3808,Izvoarele,44.260121,24.5300703
3809,Alimanesti,44.2592261,24.5499878
3810,Leleasca,44.7983729,24.4669765
3811,Afumati,44.7690118,24.4526608
3812,Greeresti,44.7179678,24.4148464
3813,Mierlicesti,44.7417057,24.4402178
3814,Tonesti (Leleasca),44.7871366,24.4243402
3815,Tufaru,44.750416,24.426232
3816,Ursi,44.7492839,24.4366304
3817,Maruntei,44.222914,24.4585048
3818,Balanesti,44.2470843,24.4805118
3819,Malu Rosu,44.2478027,24.4425919
3820,Mihaesti,44.1053515,24.7914153
3821,Busca,44.1065581,24.8019646
3822,Milcov,44.3783,24.3851
3823,Ipotesti,44.3143589,24.3986117
3824,Milcovu din Deal,44.395289,24.3910074
3825,Milcovu din Vale,44.3887154,24.3661925
3826,Stejaru,44.3505114,24.381501
3827,Ulmi,44.3621134,24.3760061
3828,Morunglav,44.4701883,24.128948
3829,Barasti (Morunglav),44.4490049,24.1391058
3830,Ghiosani,44.4827166,24.0865804
3831,Morunesti,44.4790745,24.1246851
3832,Poiana Mare,44.4900663,24.1110186
3833,Movileni,44.3785919,24.6195651
3834,Bacea,44.3981197,24.6355788
3835,Nicolae Titulescu,44.2702722,24.7566093
3836,Ghimpeteni,44.2948809,24.7925921
3837,Ghimpetenii Noi,44.298978,24.7906911
3838,Obarsia,43.9057277,24.3092031
3839,Campu Parului,43.8991563,24.2902463
3840,Coteni,43.8785998,24.3386037
3841,Obarsia Noua,43.8868785,24.3126188
3842,Tabonu,43.9005178,24.3296071
3843,Oboga,44.4214239,24.0852986
3844,Calui,44.4488604,24.0497575
3845,Gura Caluiu,44.4618973,24.0323014
3846,Oporelu,44.5768271,24.4366878
3847,Beria de Jos,44.5630523,24.4137486
3848,Beria de Sus,44.5745642,24.4237289
3849,Radesti,44.6236761,24.4327759
3850,Optasi-Magura,44.583333,24.65
3851,Optasi,44.5839908,24.6522755
3852,Vitanesti,44.5426451,24.6828362
3853,Sarbii-Magura,44.55,24.716667
3854,Orlea,43.753495,24.3757082
3855,Gura Padinii,43.7340143,24.3024554
3856,Orlea Noua,43.7543349,24.3560632
3857,Satu Nou (Gura Padinii),43.7673913,24.3168875
3858,Osica de Sus,44.2674163,24.3372697
3859,Greci (Osica de Sus),44.2815723,24.3472642
3860,Ostrov,44.2797928,24.3174743
3861,Peretu,44.2723898,24.3502252
3862,Tomeni,44.292628,24.3629159
3863,Vladuleni,44.2559865,24.3259906
3864,Parscoveni,44.2955403,24.2125093
3865,Butoi,44.2920745,24.2225175
3866,Olari,44.3050746,24.2079584
3867,Soparlita,44.2774121,24.2768385
3868,Perieti,44.4242444,24.5534298
3869,Balteni,44.4434661,24.5388013
3870,Magura (Perieti),44.3909538,24.549502
3871,Mierlestii de Sus,44.4085435,24.558009
3872,Plesoiu,44.4651205,24.2656018
3873,Arcesti,44.4660652,24.23159
3874,Arcesti-Cot,44.4569149,24.2695114
3875,Cocorasti,44.4842817,24.2103028
3876,Doba,44.4870962,24.2439336
3877,Schitu din Deal,44.5028979,24.2279956
3878,Schitu din Vale,44.5065875,24.2360318
3879,Poboru,44.6568418,24.50002
3880,Albesti,44.6835039,24.4367952
3881,Cornatelu,44.6862405,24.4706704
3882,Creti,44.681035,24.5097064
3883,Seaca (Poboru),44.711599,24.4523504
3884,Surpeni,44.200797,24.5022981
3885,Potcoava,44.25,24.283333
3886,Potcoava-Falcoeni,44.4943625,24.6157047
3887,Sinesti,44.4718111,24.6766799
3888,Trufinesti,44.4906986,24.6370335
3889,Valea Merilor,44.4761332,24.6578546
3890,Priseaca,44.5167061,24.4426792
3891,Buicesti,44.4922668,24.4318231
3892,Saltanesti,44.5222442,24.4344571
3893,Radomiresti,44.1122395,24.6771441
3894,Calinesti,44.0837797,24.6848554
3895,Craciunei,44.1421464,24.6631976
3896,Poiana,44.1000105,24.6828434
3897,Redea,44.0553366,24.2990588
3898,Redisoara,44.0434746,24.3462204
3899,Valea Soarelui,44.0305705,24.2748294
3900,Rotunda,43.9851312,24.3102278
3901,Rusanesti,43.9352497,24.5935632
3902,Jieni,43.9514219,24.5915294
3903,Samburesti,44.8018119,24.3976368
3904,Cerbeni,44.7937521,24.3788968
3905,Ionicesti,44.8163255,24.4232038
3906,Launele,44.8168785,24.4017748
3907,Manulesti,44.813592,24.3864026
3908,Stanuleasa (Samburesti),44.8319501,24.4059154
3909,Tonesti (Samburesti),44.7871366,24.4243402
3910,Scarisoara,43.9933896,24.5718904
3911,Plaviceni,43.9717862,24.5764703
3912,Rudari,43.991301,24.5929331
3913,Schitu,44.3567239,24.5711596
3914,Catanele,44.3806071,24.5627431
3915,Greci (Schitu),44.3317406,24.557764
3916,Lisa,44.3537748,24.5306667
3917,Mosteni,44.3696413,24.5706834
3918,Seaca,44.1463031,24.761305
3919,Slatioara,44.3992805,24.3248738
3920,Salcia,44.4272677,24.31437
3921,Spineni,44.7236803,24.5247926
3922,Alunisu,44.7427852,24.532694
3923,Cuza Voda,44.7034894,24.5835813
3924,Davidesti,44.7155926,24.5736677
3925,Optasani,44.7362043,24.5076182
3926,Profa,44.7470638,24.578595
3927,Vineti,44.6817183,24.5712934
3928,Sprancenata,44.062091,24.6367234
3929,Barsestii de Sus,44.038315,24.6505926
3930,Frunzaru,44.0437449,24.5898601
3931,Uria,44.073725,24.5938501
3932,Stoenesti,44.1136161,24.4960748
3933,Stoicanesti,44.1856818,24.6428745
3934,Strejesti,44.5183159,24.2626369
3935,Colibasi,44.5045787,24.2747839
3936,Mamura,44.5333001,24.307323
3937,Strejestii de Sus,44.5424808,24.2258949
3938,Studina,43.9579598,24.4143013
3939,Arvateasca,43.9501522,24.3848254
3940,Gradinile,43.9455938,24.3676397
3941,Plaviceanca,43.9493506,24.3990194
3942,Studinita,43.9773904,24.4244888
3943,Serbanesti,44.3291237,24.6650355
3944,Strugurelu,44.3424359,24.686738
3945,Serbanestii de Sus,44.336393,24.6811817
3946,Stefan cel Mare,43.8110232,24.2218944
3947,Ianca Noua,43.8204863,24.2118858
3948,Tatulesti,44.6408296,24.5862879
3949,Barbalai,44.6556976,24.6018048
3950,Lunca,44.6595732,24.6210842
3951,Magura (Tatulesti),44.6674194,24.6230318
3952,Mircesti,44.6825638,24.6159289
3953,Momaiu,44.6737833,24.6059769
3954,Teslui,44.516667,24.366667
3955,Cherlestii Mosteni,44.5347587,24.3360514
3956,Cherlestii din Deal,44.520776,24.33569
3957,Comanita,44.5647204,24.3442445
3958,Corbu (Teslui),44.5460973,24.4021474
3959,Deleni,44.5625878,24.3536702
3960,Schitu Deleni,44.5719581,24.3365989
3961,Tia Mare,43.8542912,24.6203407
3962,Doanca,43.8465727,24.6487677
3963,Potlogeni,43.8804031,24.6274705
3964,Topana,44.8335374,24.5181155
3965,Candelesti,44.8423596,24.5280772
3966,Cioraca,44.833912,24.5461834
3967,Cojgarei,44.8279189,24.5292382
3968,Ungureni,44.8816244,24.5208589
3969,Traian,44.0227709,24.4539168
3970,Tufeni,44.3709606,24.7907923
3971,Barza,44.3238293,24.1460598
3972,Stoborasti,44.3418277,24.7847597
3973,Urzica,43.8576865,24.2658124
3974,Stavaru,43.8631206,24.2577194
3975,Valea Mare,44.4682757,24.4459605
3976,Barca,44.4484577,24.4525223
3977,Recea,44.430672,24.4609184
3978,Turia,44.4428135,24.4719697
3979,Zorleasca,44.4191317,24.4579774
3980,Vadastra,43.853982,24.3888413
3981,Visina Noua,43.8807653,24.3982608
3982,Vadastrita,43.8476733,24.3422102
3983,Valeni,44.2380253,24.7855177
3984,Mandra,44.2139724,24.8105962
3985,Popesti (Valeni),44.2228723,24.8036869
3986,Tirisneag,44.2048178,24.7869995
3987,Valcele,44.2803254,24.5428668
3988,Barcanesti,44.2992967,24.5451063
3989,Valcelele de Sus,44.2828674,24.5583946
3990,Verguleasa,44.6475456,24.3301429
3991,Cazanesti,44.6185739,24.3579558
3992,Cucueti,44.6159543,24.34516
3993,Dumitresti,44.681196,24.3169438
3994,Poganu,44.6599621,24.3186154
3995,Valea Fetei,44.629687,24.3386337
3996,Vanesti,44.6334763,24.3733518
3997,Visina,43.8654511,24.4551264
3998,Vitomiresti,44.8569118,24.3827701
3999,Bulimanu,44.8893016,24.4111969
4000,Dejesti,44.8323795,24.3605423
4001,Donesti,44.8078547,24.3383442
4002,Stanuleasa (Vitomiresti),44.8319501,24.4059154
4003,Trepteni,44.8612143,24.3637763
4004,Vladila,43.9991458,24.4031604
4005,Frasinet-Gara,44.0006697,24.4204245
4006,Vladila Noua,44.0031553,24.406801
4007,Voineasa,44.2905551,24.1480654
4008,Blaj,44.2758019,24.1732169
4009,Margaritesti,44.2987418,24.1413614
4010,Racovita,44.3186102,24.1123442
4011,Rusanestii de Sus,44.2843184,24.1677528
4012,Vulpeni,44.4518246,23.9296035
4013,Cotorbesti,44.4498343,23.9166029
4014,Gropsani,44.4391455,23.9483067
4015,Mardale,44.4483147,23.990656
4016,Pescaresti,44.4421733,23.9566161
4017,Plopsorelu,44.4822993,23.8910853
4018,Prisaca,44.4720029,23.9100508
4019,Simniceni,44.4754496,23.8999968
4020,Tabaci,44.4609227,23.9119284
4021,Valea Satului,44.4468239,23.9027023
4022,Vulturesti,44.7365001,24.3384692
4023,Dienci,44.7534861,24.3557437
4024,Valea lui Alb,44.6935238,24.316701
4025,Vlangaresti,44.7241097,24.3443618
4026,Aranghel,45.1166826,24.3242675
4027,Cazanesti (Ramnicu Valcea),45.0562402,24.2821329
4028,Copacelu,45.0677597,24.3078507
4029,Dealu Malului,45.1328769,24.3307551
4030,Poenari,45.1055983,24.3267142
4031,Priba,45.1269331,24.337855
4032,Stolniceni,45.0367321,24.3028001
4033,Troian,45.0744433,24.3330526
4034,Raureni,45.0612885,24.3364855
4035,Babeni,44.9703869,24.2353304
4036,Bonciu,44.9549682,24.2243137
4037,Capu Dealului,44.9898176,24.2408969
4038,Paduretu,44.9742753,24.1768413
4039,Romani,45.1868433,23.9976543
4040,Tatarani,44.9837559,24.2445064
4041,Valea Mare (Babeni),44.9359431,24.2348378
4042,Baile Govora,45.079365,24.1845467
4043,Curaturile,45.0674245,24.1774557
4044,Gatejesti,45.0962741,24.2005058
4045,Prajila,45.081207,24.1821875
4046,Baile Olanesti,45.2,24.233333
4047,Cheia,45.1854197,24.2145797
4048,Comanca,45.2359285,24.2245154
4049,Gurguiata,45.2150493,24.190385
4050,Livadia,45.2038996,24.2427254
4051,Mosoroasa,45.1577965,24.2904122
4052,Olanesti,45.2,24.233333
4053,Pietrisu,45.2220558,24.2254736
4054,Tisa,45.2027357,24.2148089
4055,Balcesti,44.6213876,23.9384431
4056,Benesti,44.6601848,23.9041965
4057,Carlogani,44.6816841,23.9204394
4058,Chirculesti,44.6672522,23.9330541
4059,Gorunesti (Balcesti),44.5680042,23.9558825
4060,Irimesti,44.6625566,23.95007
4061,Otetelisu,44.6383853,23.9610715
4062,Preotesti,44.5412505,23.9828219
4063,Satu Poieni,44.6197983,23.9097658
4064,Brezoi,45.3370891,24.2473143
4065,Calinesti,45.3697204,24.293131
4066,Corbu,45.3520817,24.262271
4067,Draganesti (Brezoi),45.3550319,24.3030201
4068,Golotreni,45.3424064,24.2761958
4069,Pascoaia,45.3537984,24.1535649
4070,Proieni,45.3559429,24.2782855
4071,Valea lui Stan,45.3496632,24.1955594
4072,Varatica,45.1539514,24.0590754
4073,Calimanesti,45.239101,24.3398608
4074,Caciulata,45.2600766,24.3212908
4075,Jiblea Noua,45.2202205,24.3574175
4076,Jiblea Veche,45.2431203,24.3550501
4077,Pausa,45.2648761,24.3275554
4078,Seaca (Calimanesti),45.2199925,24.3447026
4079,Dragasani,44.6631799,24.2608711
4080,Valea Caselor (Dragasani),44.6470043,24.2292598
4081,Zarneni,44.6263293,24.2272048
4082,Zlatarei,44.6358875,24.2514219
4083,Horezu,45.1495389,23.9816333
4084,Ifrimesti,45.1886911,23.9754253
4085,Ramesti (Horezu),45.1661202,23.9878002
4086,Romanii de Jos,45.1597821,24.0079294
4087,Romanii de Sus,45.1868433,23.9976543
4088,Tanasesti,45.1831938,23.9667182
4089,Ursani,45.1797928,23.954152
4090,Ocnele Mari,45.083333,24.316667
4091,Buda,45.1016603,24.3030225
4092,Cosota,45.0853222,24.2739063
4093,Facai,45.0800589,24.2835216
4094,Gura Suhasului,45.0864664,24.3017577
4095,Lunca (Ocnele Mari),45.0950835,24.2635569
4096,Ocnita,45.0901311,24.2772864
4097,Slatioarele,45.076493,24.2554163
4098,Teica,45.0992234,24.285011
4099,Alunu,45.0175136,23.8246647
4100,Bodesti (Alunu),45.0672792,23.8088464
4101,Coltesti,44.9816418,23.8252016
4102,Igoiu,45.0424033,23.8125052
4103,Ilaciu,44.9861631,23.8130932
4104,Ocracu,44.9651251,23.8162989
4105,Rosia,45.0003369,23.801923
4106,Amarasti,44.7639972,24.1563554
4107,Meresesti,44.7455144,24.1511473
4108,Nemoiu,44.747147,24.1630324
4109,Padina,44.7721113,24.1228841
4110,Palanga,44.7824913,24.1094415
4111,Teiul,44.7597603,24.1231886
4112,Barbatesti,45.1625794,24.1174596
4113,Barzesti,45.1203879,24.1150603
4114,Bodesti (Barbatesti),45.1411505,24.1135757
4115,Negrulesti,45.130907,24.092941
4116,Berbesti,45.0090342,23.8797585
4117,Damteni,45.0034356,23.8994692
4118,Dealu Alunis,44.9958907,23.888989
4119,Rosioara,45.033893,23.876144
4120,Targu Gangulesti,44.9677313,23.8602697
4121,Valea Mare (Berbesti),45.0213404,23.9077465
4122,Berislavesti,45.2873818,24.439552
4123,Bradisor,45.269711,24.4201198
4124,Dangesti,45.2917142,24.4232168
4125,Radacinesti,45.2862609,24.4472223
4126,Robaia,45.24479,24.4654785
4127,Scaueni,45.2647172,24.450316
4128,Stoenesti (Berislavesti),45.2659412,24.4326129
4129,Boisoara,45.4423107,24.3829676
4130,Bumbuesti,45.4327935,24.3588582
4131,Gaujani,45.4549084,24.3769582
4132,Budesti,45.0642498,24.3890137
4133,Barza,45.0451533,24.3640384
4134,Barsesti (Budesti),45.0370442,24.3452021
4135,Bercioiu,45.0034741,24.31867
4136,Linia (Budesti),45.0731042,24.4018417
4137,Piscu Pietrei,45.0375794,24.3619692
4138,Racovita (Budesti),45.0759638,24.3919625
4139,Ruda,45.015817,24.3269582
4140,Bujoreni,45.216667,24.583333
4141,Bogdanesti (Bujoreni),45.178067,24.3461864
4142,Gura Vaii,45.1862002,24.3650864
4143,Lunca (Bujoreni),45.1716743,24.3634665
4144,Malu Alb,45.1348292,24.3810118
4145,Malu Vartop,45.1845819,24.3530445
4146,Olteni,45.1451994,24.381765
4147,Bunesti,45.1143354,24.1889937
4148,Coasta Mare,45.0998136,24.2343091
4149,Firesti,45.0941059,24.2129052
4150,Rapanesti,45.0925169,24.2392252
4151,Teiusu,45.0794053,24.2369883
4152,Titireci,45.1080041,24.2033966
4153,Caineni,45.5,24.3
4154,Cainenii Mari,45.4946542,24.3006091
4155,Cainenii Mici,45.4952771,24.3089165
4156,Greblesti,45.4709004,24.3062494
4157,Priloage,45.4538829,24.3000668
4158,Rau Vadului,45.5178712,24.278004
4159,Robesti,45.4511225,24.2970904
4160,Cernisoara,45.0438729,23.9619595
4161,Armasesti,45.0180806,24.0112948
4162,Grosi,45.0014162,24.0306862
4163,Madulari (Cernisoara),45.0520076,23.9920287
4164,Modoia,44.9736924,24.0554068
4165,Obarsia,45.0755228,23.9863018
4166,Sarsanesti,45.0798051,24.0835283
4167,Copaceni,45.0023798,23.9792516
4168,Balteni,45.0190745,23.9513301
4169,Bondoci,44.9575417,23.984002
4170,Hotarasa,44.9511914,24.0125304
4171,Ulmetu,45.0100427,23.9642093
4172,Vetelu,44.9809917,23.9811263
4173,Costesti,45.1504462,24.0664546
4174,Bistrita,45.1872988,24.040102
4175,Pietreni,45.1875016,24.0641853
4176,Varatici,45.1539514,24.0590754
4177,Creteni,44.6994226,24.1760677
4178,Izvoru,44.7289075,24.1731869
4179,Mrenesti,44.7096737,24.1795925
4180,Streminoasa,44.6857381,24.1741912
4181,Daesti,45.205355,24.3901433
4182,Babuesti,45.2140935,24.4173305
4183,Fedelesoiu,45.1499269,24.3937403
4184,Sanbotin,45.1777432,24.380503
4185,Danicei,44.9,24.383333
4186,Badeni,44.9015189,24.4280245
4187,Ceretu,44.8905283,24.4600968
4188,Ciresul,44.8646451,24.4356066
4189,Dealu Launele,44.9215009,24.459579
4190,Dealu Scheiului,44.9563472,24.4529855
4191,Dobresti,44.9238091,24.4358468
4192,Dragulesti,44.945086,24.4427463
4193,Glodu,44.8941884,24.438569
4194,Gura Crucilor,44.9094562,24.4256753
4195,Launele de Jos,44.8824089,24.4469766
4196,Linia pe Vale,44.9061677,24.4102638
4197,Udresti,44.9298032,24.4556479
4198,Valea Scheiului,44.9385319,24.4769938
4199,Dragoesti,44.8267959,24.292641
4200,Buciumeni,44.7879984,24.2928104
4201,Geamana (Dragoesti),44.8047293,24.3031629
4202,Fauresti,44.5745654,24.0115471
4203,Babeni-Oltetu,44.6170953,23.9797874
4204,Budesti (Diculesti),44.5979094,23.9890615
4205,Bungetani,44.5724966,24.0153476
4206,Colelia,44.6293374,23.9935066
4207,Diculesti,44.591073,23.9895617
4208,Gainesti,44.5807715,24.0001437
4209,Marcusu,44.5603548,24.0191049
4210,Milesti,44.5752932,24.0027893
4211,Fartatesti,44.7773832,23.9809361
4212,Afanata,44.7067793,23.9757168
4213,Becsani,44.8009746,23.9990977
4214,Catetu,44.8365671,23.9550864
4215,Cuci,44.8176094,23.9685017
4216,Dancai,44.7644243,23.9646877
4217,Dejoi,44.8205315,24.0023216
4218,Dozesti,44.801169,23.9595593
4219,Garnicet,44.8094992,24.0104746
4220,Giulesti,44.7396683,23.9780798
4221,Giulestii de Sus,44.6965596,23.9638001
4222,Maricesti,44.7061329,23.967597
4223,Nisipi,44.8002422,24.0079047
4224,Popesti (Fartatesti),44.7503496,23.9672822
4225,Rusanesti,44.720476,23.9775233
4226,Seciu,44.8072964,23.9706787
4227,Stanculesti,44.7798858,23.9600135
4228,Sotani,44.8160033,24.014377
4229,Tanislavi,44.7717938,23.9660449
4230,Valea Ursului,44.796635,23.9744329
4231,Francesti,44.9989973,24.1904633
4232,Balutoaia,45.048754,24.1807498
4233,Cosani,45.0135136,24.1863297
4234,Dezrobiti,45.0238792,24.1841878
4235,Genuneni,45.0340659,24.1084216
4236,Manailesti,45.0194518,24.1267976
4237,Mosteni,45.035674,24.1756887
4238,Surpatele,45.0474917,24.164339
4239,Viisoara,44.9964351,24.1633661
4240,Galicea,44.9259429,24.2792226
4241,Bratia din Deal,44.9650523,24.2973408
4242,Bratia din Vale,44.9471625,24.2945561
4243,Cocoru,44.951412,24.3208343
4244,Cremenari,44.9786467,24.319176
4245,Dealu Mare (Galicea),44.7073984,24.1103717
4246,Ostroveni,44.9295166,24.2633715
4247,Teiu,44.9001107,24.281661
4248,Valea Raului,44.9474546,24.3397043
4249,Ghioroiu,44.6738036,23.8287971
4250,Cazanesti (Ghioroiu),44.6386821,23.8907827
4251,Herasti,44.6608401,23.8666861
4252,Mierea,44.7180834,23.7973762
4253,Poienari,44.7190846,23.8067234
4254,Stirbesti,44.6524337,23.8728779
4255,Glavile,44.8260567,24.1152631
4256,Aninoasa,44.7942144,24.1531209
4257,Jarostea,44.7913271,24.0960325
4258,Olteanca (Glavile),44.7847262,24.1351332
4259,Voiculeasa,45.0798051,24.0835283
4260,Golesti,45.1109974,24.4804774
4261,Aldesti,45.0679032,24.4383897
4262,Blidari,45.0842096,24.4647448
4263,Coasta (Golesti),45.1424879,24.4783617
4264,Draganesti (Golesti),45.1509688,24.4779011
4265,Gibesti,45.0880409,24.4941867
4266,Giurgiuveni,45.1225341,24.5006097
4267,Opatesti,45.1100314,24.4738272
4268,Poenita,45.1536587,24.4851652
4269,Popesti (Golesti),45.1008483,24.4597012
4270,Tulei-Campeni,45.1345072,24.4807193
4271,Vatasesti,45.1167383,24.4606976
4272,Gradistea,44.8811004,23.8206008
4273,Diaconesti,44.9045155,23.8148164
4274,Dobricea,44.896459,23.8568569
4275,Linia (Gradistea),44.8907994,23.7989342
4276,Obislavu,44.9024991,23.7988632
4277,Strachinesti,44.9042718,23.8368154
4278,Turburea,44.8827139,23.8522645
4279,Tuturu,44.911485,23.7860021
4280,Valea Gradistei,44.8873867,23.789314
4281,Gusoeni,44.727225,24.1177173
4282,Burdalesti,44.734436,24.1156577
4283,Dealu Mare (Gusoeni),44.7073984,24.1103717
4284,Gusoianca,44.751296,24.1061425
4285,Magureni,44.6995984,24.1506749
4286,Sparleni,44.7048564,24.1326843
4287,Ionesti,44.8757533,24.2311356
4288,Bucsani,44.8595891,24.2318098
4289,Dealu Mare (Ionesti),44.7073984,24.1103717
4290,Delureni (Ionesti),44.8451443,24.2330745
4291,Fiscalia,44.8354654,24.2405264
4292,Fotesti,44.8441863,24.2236538
4293,Guguianca,44.8631914,24.2103194
4294,Marcea,44.9070524,24.2316984
4295,Prodanesti,44.8840815,24.221499
4296,Lalosu,44.5414579,24.0723229
4297,Berbesti (Lalosu),44.5128666,24.0608881
